Year,Type,Subtype,Name,Country,Location
2013,Earthquake,Ground movement,,China,"Eryuan Xian, Yangbi Yi Zizhixian, Yunlong Xian areas (Dali Bali district, Yunnan Sheng province)"
2013,Earthquake,Ground movement,,China,"Lushan area (Ya'an district, Sichuan Sheng province)"
2013,Earthquake,Ground movement,,China,"Changling area (Songyuan district, Jilin Sheng province)"
2013,Earthquake,Ground movement,,China,"Badong area (Enshi Tujia and Miao district, Hubei Sheng province), Zigui, Xingshan areas (Yichang district, Hubei Sheng province)"
2013,Earthquake,Ground movement,,China,Dali Bai district (Yunnan Sheng province)
2013,Earthquake,Ground movement,,China,"Keping Xian area (Aksu district, Xinjiang Uygur Zizhiqu province)"
2014,Earthquake,Ground movement,,China,"Longtoushanzhen, Zhaotong cities (Ludian area, Zhaotong district, Yunnan Sheng province), Qiaojia area (Zhaotong district, Yunnan Sheng province), Huize area (Qujing district, Yunnan Sheng province), Guizhou Sheng, Sichuan Sheng provinces "
2014,Earthquake,Ground movement,,China,"Yutian Xian area (Khotan district, Xinjiang Uygur Zizhiqu province)"
2014,Earthquake,Ground movement,,China,"Xiluoduzhen village (Zhaotong district, Yunnan Sheng province)"
2014,Earthquake,Ground movement,,China,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)"
2014,Earthquake,Ground movement,,China,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)"
2014,Earthquake,Ground movement,,China,"Yongping Xian area (Dali Bai district, Yunnan Sheng province)"
2014,Earthquake,Ground movement,,China,Sichuan Sheng province
2014,Earthquake,Ground movement,,China,"Weiyuan Xian area (Dingxi district, Gansu Sheng province)"
2015,Earthquake,Ground movement,,China,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)"
2015,Earthquake,Ground movement,,China,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)"
2015,Earthquake,Ground movement,,China,Shigatse district (Xizang Zizhiqu province)
2015,Earthquake,Ground movement,,China,Shigatse district (Xizang Zizhiqu province)
2015,Earthquake,Ground movement,,China,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)"
2016,Earthquake,Ground movement,,China,Xinjinag Uygur Zizhiqu province
2016,Earthquake,Ground movement,,China,Near Shihezi district (Xinjiang Uygur Zizhiqu province)
2016,Earthquake,Ground movement,,China,Shimen (Yunnan - Dali Bai)
2017,Earthquake,Ground movement,,China,"Aba prefecture, Jiuzhaigou County (Sichuan province)"
2017,Earthquake,Ground movement,,China,Yangbi (Yunnan province)
2017,Earthquake,Ground movement,,China,Xinjiang region
2017,Earthquake,Ground movement,,China,Nyingchi (Tibet)
2018,Earthquake,Ground movement,,China,Ningjiang (Jilin province)
2018,Earthquake,Ground movement,,China,Yuxi (Yunnan province)
2019,Earthquake,Ground movement,,China,Sichuan Province
2019,Earthquake,Ground movement,,China,Yibin (Sichuan province)
2019,Earthquake,Ground movement,,China,Sichuan province
2019,Earthquake,Ground movement,,China,Neijiang (Sichuan Province)
2020,Earthquake,Ground movement,,China,Qiaojia and Ludian (Yunnan province)
2021,Earthquake,Ground movement,,China,Xinjiang Uygur Autonomous Region
2021,Earthquake,Ground movement,,China,"Yanbi, Yongping (Yunnan province)"
2021,Earthquake,Ground movement,,China,"Chuxiong Yi Autonomous Prefecture, Yunnan Province"
2021,Earthquake,Ground movement,,China,"Lu County, Sichuan Province"
1933,Earthquake,,,China,Sichuan province
1906,Earthquake,Ground movement,,Colombia,Tumako
1923,Earthquake,Ground movement,,Colombia,Ipiales
1936,Earthquake,Ground movement,,Colombia,
1936,Earthquake,Ground movement,,Colombia,Pasto
1950,Earthquake,Ground movement,,Colombia,"Santander, Amboledas"
1962,Earthquake,Ground movement,,Colombia,"Mistrato, Manizales"
1967,Earthquake,Ground movement,,Colombia,"Neiva (Huila deparment); Rivera, San Antonio"
1967,Earthquake,Ground movement,,Colombia,
1970,Earthquake,Ground movement,,Colombia,Pereira (Bahia Solano)
1979,Earthquake,Ground movement,,Colombia,"Pasto, Buenaventura, Narino, Cauca provinces, Tumaco Isl.; Gorgona Isl."
1979,Earthquake,Ground movement,,Colombia,Manizales-Armenia area
1981,Earthquake,Ground movement,,Colombia,Colombia/Venezuela border
1983,Earthquake,Ground movement,,Colombia,Popayan city (Cauca department)
1991,Earthquake,Ground movement,,Colombia,"Buenaventura, Cali (Choco Department)"
1992,Earthquake,Ground movement,,Colombia,"(1) Murindo, Vigia del Fuerte, Gedeza, Bellaluz, Bebaremeno, Bellavista (Antioquia and Choco Province), (2) Murindo Apartado Medellin area, (3) San Pedro de Uraba"
1993,Earthquake,Ground movement,,Colombia,"Arauca, Puerto Rondon, Puerto Colombia"
1994,Earthquake,Ground movement,,Colombia,"Toez, Irlanda, Belalcazar, Mosoco, Monte Cruz, La Cruz, San Jose Cabuya (Cauca Department and Huila Department)"
1995,Earthquake,Ground movement,,Colombia,"Boyaca Province, Casanare Department"
1995,Earthquake,Ground movement,,Colombia,Pereira
1995,Earthquake,Ground movement,,Colombia,Pasto area
1999,Earthquake,Ground movement,,Colombia,"Armenia (Quindio), Risaralda, Valle del Cauca, Tolima Departments"
2000,Earthquake,Ground movement,,Colombia,Jurado island and Jurado districts (Choco province)
2004,Earthquake,Ground movement,,Colombia,Sotara district (Cauca province)
2004,Earthquake,Ground movement,,Colombia,"Litoral de San Juan, Litoral de San Juan (is.), Bajo Baudo (is.), Bajo Baudo (pizzaro) districts (Choco province), Cali, Buenaventua, Buenaventura (is.), El Cerrito, Restrepo, Zarzal, Bugalagrande, Calima (darien), Vijes districts (Valle del Cauca province)"
2007,Earthquake,Ground movement,,Colombia,"El Charco, El Charco (is.), Mosquera, La Tola districts (Narino department)"
2008,Earthquake,Ground movement,,Colombia,"Quetame district (Cundinamarca province), Meta province"
2013,Earthquake,Ground movement,,Colombia,"Narino, Cauca, Risaralda, Quindio,Valle Del Cauca provinces"
2015,Earthquake,Ground movement,,Colombia,"Santafe de Bogota D.c. district (Cundinamarca province), Cali district (Valle del Cauca province); Bucaramanga, Betulia districts (Santander Province)"
1958,Earthquake,Tsunami,,Colombia,Colombia-Ecuador
1974,Earthquake,,,Colombia,"Bogota, Cali, Pereira"
2014,Earthquake,Ground movement,,Comoros (the),Anjouan province
1966,Earthquake,Ground movement,,Congo (the Democratic Republic of the),Beni (North Kivu province)
1992,Earthquake,Ground movement,,Congo (the Democratic Republic of the),Near Kabolo (Shaba province)
2005,Earthquake,Ground movement,,Congo (the Democratic Republic of the),"Kalemie city (Tanganyka district, Katanga province)"
2008,Earthquake,Ground movement,,Congo (the Democratic Republic of the),Bukavu district (Sud-Kivu province)
2015,Earthquake,Ground movement,,Congo (the Democratic Republic of the),"Kabare, Bukavu (South Kivu)"
1910,Earthquake,Ground movement,,Costa Rica,Cartago
1910,Earthquake,Ground movement,,Costa Rica,"Cartago, San Jose"
1952,Earthquake,Ground movement,,Costa Rica,
1955,Earthquake,Ground movement,,Costa Rica,
1973,Earthquake,Ground movement,,Costa Rica,"South Laguna Arenal, Tilaran, Arenal, Rio Chiquito"
1983,Earthquake,Ground movement,,Costa Rica,San Jose province
1983,Earthquake,Ground movement,,Costa Rica,S.E. San José
1990,Earthquake,Ground movement,,Costa Rica,"Alajuela, Heredia, San Jose provinces"
1990,Earthquake,Ground movement,,Costa Rica,"Puntarenas, San Jose areas"
1991,Earthquake,Ground movement,,Costa Rica,"Bribri, Matina, Bataan, Sixaola, 28 Millas, Estrella Valley (Limon province)"
1991,Earthquake,Ground movement,,Costa Rica,San José
1991,Earthquake,Ground movement,,Costa Rica,Limon area
1993,Earthquake,Ground movement,,Costa Rica,"Cartago, Turrialba"
2003,Earthquake,Ground movement,,Costa Rica,"Corredores, Golfito districts (Puntarenas province)"
2004,Earthquake,Ground movement,,Costa Rica,"San Jose, Puntarenas provinces"
2009,Earthquake,Ground movement,,Costa Rica,"Alajuela, Alfaro Ruiz, Grecia, Poas, Valverde Vega districts (Alajuela province), Barva, Heredia, Santa Barbara, Sarapiqui districts (Heredia province)"
2012,Earthquake,Ground movement,,Costa Rica,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)"
1996,Earthquake,Ground movement,,Croatia,"Ston, Slano area"
2020,Earthquake,Ground movement,,Croatia,Zagreb
2020,Earthquake,Ground movement,,Croatia,"Sisak, Petrinja, Glina, Hrvatska Kostajnica, Zagreb county, Karlovac county"
1976,Earthquake,Ground movement,,Cuba,Camaron area
1992,Earthquake,Ground movement,,Cuba,"Granma,Santiago de Cuba, Holguin, Las Tunas provinces"
1953,Earthquake,Ground movement,,Cyprus,Paphos
1995,Earthquake,Ground movement,,Cyprus,"Paphos, Nicosia areas"
2004,Earthquake,Ground movement,,Dominica,"St. Andrew, St. John, St. Joseph, St. Peter provinces"
1946,Earthquake,Ground movement,,Dominican Republic (the),Northeasetrn coast
2003,Earthquake,Ground movement,,Dominican Republic (the),"Puerto Plata district (Puerto Plata province), San Francisco de Macoris district (Duarte province), Santiago district (Santiago province), Nagua district (Maria Trinidad Sanches province)"
1924,Earthquake,Ground movement,,Ecuador,Chimborazo
1942,Earthquake,Ground movement,,Ecuador,Guayaquavil
1949,Earthquake,Ground movement,,Ecuador,"Pelileo, Ambato"
1970,Earthquake,Ground movement,,Ecuador,Loja province
1976,Earthquake,Ground movement,,Ecuador,Esmeraldas
1976,Earthquake,Ground movement,,Ecuador,Cotopaxi Pinchincha province
1980,Earthquake,Ground movement,,Ecuador,Guayaquil
1987,Earthquake,Ground movement,,Ecuador,"Carchi, Imbabura, Pastaza, Napo provinces"
1987,Earthquake,Ground movement,,Ecuador,Ambato (Tungurahua province)
1990,Earthquake,Ground movement,,Ecuador,"Quito, Pomasqui"
1995,Earthquake,Ground movement,,Ecuador,Quevedo
1995,Earthquake,Ground movement,,Ecuador,"Pastaza, Tena, Archidona, Santiago (Cutuca mountains, Morona Santiago Province)"
1996,Earthquake,Ground movement,,Ecuador,"Pujili, San Juan, Atocha, Santa Barbara, Rumiquinche, Cuturibi Alto, Cutuburi Bajo, San Antonio, Cachi Ato, Cachi Bajo, Nazareth, La Merced, Pucara, Alpamalag, La Victoria, Tiobamba, California, Lacubamba, Laguamatsa, Isinche, (Cotopaxi "
1998,Earthquake,Ground movement,,Ecuador,"Canoa, Bahia de Caraquez, San Vicente, Bricenio, Jama, Chone, Santa Ana, Portoviejo, Montecristi, Manta, Charapoto, San Clemente, San Jacinto (Manabi province)"
2014,Earthquake,Ground movement,,Ecuador,Quito district (Pichincha province)
2016,Earthquake,Ground movement,,Ecuador,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces"
2016,Earthquake,Ground movement,,Ecuador,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)"
2019,Earthquake,Ground movement,,Ecuador,Amazon basin region
2019,Earthquake,Ground movement,,Ecuador,"Azuay, Manabi, Morona Sant"
1926,Earthquake,Ground movement,,Egypt,Basse-Egypte
1955,Earthquake,Ground movement,,Egypt,Near Cairo
1969,Earthquake,Ground movement,,Egypt,"Beni-Souef, Al-Qahirah (Cairo)"
1992,Earthquake,Ground movement,,Egypt,Near Fayoum (Cairo)
1995,Earthquake,Ground movement,,Egypt,Cairo
2002,Earthquake,Ground movement,,Egypt,Cairo province
1936,Earthquake,Ground movement,,El Salvador,San Vicente
1951,Earthquake,Ground movement,,El Salvador,"Jucuapa, Chinameca"
1965,Earthquake,Ground movement,,El Salvador,San Marcos
1982,Earthquake,Ground movement,,El Salvador,San Salvador
1986,Earthquake,Ground movement,,El Salvador, San Salvador
2001,Earthquake,Ground movement,,El Salvador,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces"
2001,Earthquake,Ground movement,,El Salvador,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)"
2005,Earthquake,Ground movement,,El Salvador,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)"
2006,Earthquake,Ground movement,,El Salvador,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)"
2018,Earthquake,Ground movement,,El Salvador,Intipuca (La Union); Chirilagua (San Miguel)
2019,Earthquake,Ground movement,,El Salvador,San Martín municipality (San Salvador Department)
1961,Earthquake,Ground movement,,Ethiopia,"Wollo, Karakore"
1969,Earthquake,Ground movement,,Ethiopia,Sardo
1990,Earthquake,Ground movement,,Fiji,South of Fiji Islands
1990,Earthquake,Ground movement,,Fiji,
1909,Earthquake,Ground movement,,France,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)"
1967,Earthquake,Ground movement,,France,"Arette, Lanne, Montory, Aramits, Haux, Sunhar (Pyrénées-Atlantiques)"
2019,Earthquake,Ground movement,,France, Auvergne-Rhône-Alpes region 
1979,Earthquake,Tsunami,,France,Cote d'Azur
1991,Earthquake,Ground movement,,Georgia,Dzhava-Tskhinvazli area
1992,Earthquake,Ground movement,,Georgia,Barisakho area
2002,Earthquake,Ground movement,,Georgia,Tbilissi district (Tbilisi province)
2009,Earthquake,Ground movement,,Georgia,"Nigavzebi, Utsera , Gari, Nakieti villages (Oni district, Racha-Lechkhumi and Kvemo (lower) Svaneti province), Satchekhere district (Imereti province)"
1992,Earthquake,Ground movement,,Germany,"Heinsberg, Bonn, Koln (Western)"
2004,Earthquake,Ground movement,,Germany,"Waldkirch, Emmendingen towns (Freiburg district, Baden-Wuerttemberg Province)"
1978,Earthquake,Ground movement,,Germany Fed Rep,Swabian Alb
1939,Earthquake,Ground movement,,Ghana,Accra
1904,Earthquake,Ground movement,,Greece,"Samos, Patmos"
1914,Earthquake,Ground movement,,Greece,Leukas Isl.
1928,Earthquake,Ground movement,,Greece,
1932,Earthquake,Ground movement,,Greece,Hierissos-Strantonion (Chalkidiki)
1947,Earthquake,Ground movement,,Greece,Pylia (Messinia)
1948,Earthquake,Ground movement,,Greece,Vasiliki (Leukas)
1953,Earthquake,Ground movement,,Greece,"Zakinthos (Zante), Céphalonie (Ionian Islands)"
1954,Earthquake,Ground movement,,Greece,Sophades (Karditsa)
1954,Earthquake,Ground movement,,Greece,
1955,Earthquake,Ground movement,,Greece,Drakia-Agria (Magnesia)
1956,Earthquake,Ground movement,,Greece,"Santorini, Islands of Amorgos and Astypaiaia, Aegean islands, Crete, Folegrandos"
1965,Earthquake,Ground movement,,Greece,"(1) Alonisos & Skopelos, (2) C Patras, Corinth, (3) C Peloponnesus"
1965,Earthquake,Ground movement,,Greece,Southern
1966,Earthquake,Ground movement,,Greece,Eurytania region
1966,Earthquake,Ground movement,,Greece,"(1) Megalopos, (2) Central Greece"
1967,Earthquake,Ground movement,,Greece,North West Mountains
1968,Earthquake,Ground movement,,Greece,"Limnos, Agios Efstratios"
1978,Earthquake,Ground movement,,Greece,Thessaloniki area
1980,Earthquake,Ground movement,,Greece,Volos (Magnisia province)
1981,Earthquake,Ground movement,,Greece,Greece-Albania border region
1981,Earthquake,Ground movement,,Greece,Athens-Corinth area
1983,Earthquake,Ground movement,,Greece,Vonitsa area
1986,Earthquake,Ground movement,,Greece,Kalamata (Southwestern Peloppinos)
1988,Earthquake,Ground movement,,Greece,"Near Killini, Vartholomion "
1990,Earthquake,Ground movement,,Greece,Goumenisa (50km north Thessaloniki)
1990,Earthquake,Ground movement,,Greece,Kanalaki
1993,Earthquake,Ground movement,,Greece,Pyrgos-Amalias area
1993,Earthquake,Ground movement,,Greece,Patras
1995,Earthquake,Ground movement,,Greece,"Kozani, Thessaloniki, Grevena-Kozani, Patras"
1995,Earthquake,Ground movement,,Greece,Aiyion
1996,Earthquake,Ground movement,,Greece,Konitsa
1999,Earthquake,Ground movement,,Greece,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi"
2000,Earthquake,Ground movement,,Greece,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)"
2001,Earthquake,Ground movement,,Greece,"Skyros Island (Evvoias district, Sterea Ellada province)"
2002,Earthquake,Ground movement,,Greece,"Vartholomio city (Ileias district, Dytiki Ellada province)"
2003,Earthquake,Ground movement,,Greece,"Lefkados district, Ionioi Nisoi province"
2008,Earthquake,Ground movement,,Greece,"Achaïe (Achaias district, Dytiki Ellada province), Elide (Ileias district, Dytiki Ellada province), Leucade Isl. (Lefkados district, Ionioi Nisoi province)"
2014,Earthquake,Ground movement,,Greece,"Lixouri, Kounopetra, Fiskardo villages (Kefalonia Isl., Kefallinias district, Ionioi Nisoi province)"
2014,Earthquake,Ground movement,,Greece,"Limnos Island (Lesvou district, Voreio Aigaio province), Samothrace Island (Evrou district, Anatoliki Makedonnia Kai Thraki province)"
2017,Earthquake,Ground movement,,Greece,"Vrisa, Plomarion,Plagias, Chios, Kampas, Skala, Polichnitos, Mytilene (Lesbos)"
2017,Earthquake,Ground movement,,Greece,Kos Island
2020,Earthquake,Ground movement,,Greece,Samos
2021,Earthquake,Ground movement,,Greece,"Larissa, Elassona (Larisis) , Tyrnavos (Larisis) , Farkadona (Trikalon) (Thessalie)"
2004,Earthquake,Ground movement,,Guadeloupe,"Basse-Terre, Terre-de-Bas, Saintes Isl."
1993,Earthquake,Ground movement,,Guam,Tumon Bay area
1902,Earthquake,Ground movement,,Guatemala,"Quezaltenango, San Marcos"
1917,Earthquake,Ground movement,,Guatemala,Guatemala city
1976,Earthquake,Ground movement,,Guatemala,"Guatemala city, Chimaltenango"
1979,Earthquake,Ground movement,,Guatemala,"Santa Rosa, Jutiapia provinces "
1985,Earthquake,Ground movement,,Guatemala,"Tierra Blanca, Catoxac canton, San Lucas canton, San Antonio Chiquito (San Miguel Uspantan)"
1986,Earthquake,Ground movement,,Guatemala,Ixchiguan (San Marcos province)
1988,Earthquake,Ground movement,,Guatemala,South
1988,Earthquake,Ground movement,,Guatemala,"PALIN, SAN VICENTE PACAYA, Chamaltenango area"
1991,Earthquake,Ground movement,,Guatemala,"Escuintla, Chimaltenango, Solola, Sacatepeguez"
1999,Earthquake,Ground movement,,Guatemala,San Pedro Sula
2001,Earthquake,Ground movement,,Guatemala,Jutapia province
2011,Earthquake,Ground movement,,Guatemala,"Cuilapa district (Santa Rosa province) ; Guatemala city (Guatemala district, Guatemala province)"
2012,Earthquake,Ground movement,,Guatemala,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces"
2013,Earthquake,Ground movement,,Guatemala,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)"
2014,Earthquake,Ground movement,,Guatemala,"Huehuetenango, Quetzaltenango, Retalhuleu, San Marcos, Solola, Suchitepequez, Totonicapan provinces "
2017,Earthquake,Ground movement,,Guatemala,"Huehuetenango, Quetzaltenango, Quiché, San Marcos, Suchitepéquez, Totonicapan"
1983,Earthquake,Ground movement,,Guinea,Gaoual-Koumbia area
1952,Earthquake,Ground movement,,Haiti,Anse-a-Veau
2010,Earthquake,Ground movement,,Haiti,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)"
2018,Earthquake,Ground movement,,Haiti,"Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor"
2021,Earthquake,Ground movement,,Haiti,"Nippe, Grand Anse and the Sud departments"
1982,Earthquake,Ground movement,,Honduras,Comayagua area
2007,Earthquake,Ground movement,,Honduras,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)"
2009,Earthquake,Ground movement,,Honduras,"La Ceiba, Tela districts (Atlantida province), La Lima, Omoa, Puerto Cortes, San Pedro Sula districts (Cortes province), Jesus De Otoro, Guanaja, Roatan, Jose Santos Guardiola districts (Islas De Bahia province), Ceguaca, Chinda, Gualala, Ilama, Las Vegas, Petoa, San Jose De Colimas, Santa Barbara, Trinidad districts (Santa Barbara province), El Progreso, Olanchito districts (Yoro province)"
2013,Earthquake,Ground movement,,Hungary,Heves province
1976,Earthquake,Ground movement,,Iceland,Kopasker
2000,Earthquake,Ground movement,,Iceland,"Grimsnes, Selfoss, Eyrarbakki, Stokkseyri city (Arnes provinces)"
2000,Earthquake,Ground movement,,Iceland,Hella city (Rangarvalla province)
1905,Earthquake,Ground movement,,India,Kangra
1950,Earthquake,Ground movement,,India,Assam province
1956,Earthquake,Ground movement,,India,"Anjar, Bhuj, Gandhidham, Kandla"
1966,Earthquake,Ground movement,,India,North
1967,Earthquake,Ground movement,,India,"Maharashtra, Koynana"
1970,Earthquake,Ground movement,,India,Broach
1975,Earthquake,Ground movement,,India,"Kinnaur district, Kashmir; Himachal Pradesh"
1980,Earthquake,Ground movement,,India,Jammu (Kashmir)
1984,Earthquake,Ground movement,,India,Cachar district (Assam)
1986,Earthquake,Ground movement,,India,Dharmsala
1988,Earthquake,Ground movement,,India,"Dharbhanga, Madhubani, Saharsa, Munger, Khagana, Bihar Sharie (Bihar State)"
1991,Earthquake,Ground movement,,India,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)"
1993,Earthquake,Ground movement,,India,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)"
1993,Earthquake,Ground movement,,India,Latur area
1997,Earthquake,Ground movement,,India,Jabalpur (Madhya Pradesh)
1999,Earthquake,Ground movement,,India,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district"
2001,Earthquake,Ground movement,,India,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)"
2002,Earthquake,Ground movement,,India,Andaman Islands district (Andaman and Nicobar province)
2005,Earthquake,Ground movement,,India,Administrative unit not available districts (Jammu and Kashmir province)
2011,Earthquake,Ground movement,,India,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces"
2013,Earthquake,Ground movement,,India,Administrive unit not available district (Jammu and Kashmir province)
2015,Earthquake,Ground movement,,India,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces"
2015,Earthquake,Ground movement,,India,Bihar province
2015,Earthquake,Ground movement,,India,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces"
2016,Earthquake,Ground movement,,India,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)"
2021,Earthquake,Ground movement,,India,"Kamrup and Nagaon (Sonitpur District, northern Assam State)"
